0383
ANG_COM002
yyyy/MM/dd hh:mm:ss,Final Depth (mm),Final Flow (l/s),Final Velocity (m/s)
2022/04/26 14:45:00,90.04,71.61,2.16
2022/04/26 14:50:00,88.23,70.23,2.18
2022/04/26 14:55:00,87.26,68.07,2.15
2022/04/26 15:00:00,86.72,68.48,2.18
2022/04/26 15:05:00,87.57,70.26,2.21
2022/04/26 15:10:00,86.77,69.5,2.21
2022/04/26 15:15:00,86.62,68.31,2.18
2022/04/26 15:20:00,86.38,67.77,2.17
2022/04/26 15:25:00,85.67,66.89,2.17
2022/04/26 15:30:00,84.13,64.46,2.15
2022/04/26 15:35:00,84.19,63.95,2.13
2022/04/26 15:40:00,83.31,62.46,2.11
2022/04/26 15:45:00,82.55,61.76,2.12
2022/04/26 15:50:00,81,60.46,2.13
2022/04/26 15:55:00,80.92,59.02,2.08
2022/04/26 16:00:00,81.39,59.93,2.1
2022/04/26 16:05:00,80.74,60.22,2.13
2022/04/26 16:10:00,80.68,59.39,2.11
2022/04/26 16:15:00,79.48,57.46,2.08
2022/04/26 16:20:00,78.63,55.73,2.05
2022/04/26 16:25:00,79.15,57.1,2.08
2022/04/26 16:30:00,79.89,58.91,2.12
2022/04/26 16:35:00,80.01,58.53,2.1
2022/04/26 16:40:00,80.47,59.55,2.12
2022/04/26 16:45:00,80.86,61.3,2.17
2022/04/26 16:50:00,80.06,60.18,2.16
2022/04/26 16:55:00,80.08,58.39,2.09
2022/04/26 17:00:00,80.05,58.75,2.11
2022/04/26 17:05:00,79.35,57.55,2.09
2022/04/26 17:10:00,79.02,57.24,2.09
2022/04/26 17:15:00,79.17,58.45,2.13
2022/04/26 17:20:00,79.69,59.6,2.15
2022/04/26 17:25:00,79.31,58.94,2.14
2022/04/26 17:30:00,78.36,57.07,2.11
2022/04/26 17:35:00,78.45,56.67,2.09
2022/04/26 17:40:00,78.27,57.27,2.12
2022/04/26 17:45:00,77.75,56.73,2.12
2022/04/26 17:50:00,77.76,56.87,2.13
2022/04/26 17:55:00,77.39,55.78,2.1
2022/04/26 18:00:00,77.42,56.39,2.13
2022/04/26 18:05:00,76.24,55.14,2.13
2022/04/26 18:10:00,76.52,55.45,2.13
2022/04/26 18:15:00,76.02,54.63,2.11
2022/04/26 18:20:00,76.36,54.64,2.1
2022/04/26 18:25:00,76.31,54.76,2.11
2022/04/26 18:30:00,77.93,57.1,2.13
2022/04/26 18:35:00,77.97,57.79,2.16
2022/04/26 18:40:00,77.36,55.62,2.1
2022/04/26 18:45:00,77.53,55.48,2.09
2022/04/26 18:50:00,76.68,55.85,2.13
2022/04/26 18:55:00,77.37,55.8,2.1
2022/04/26 19:00:00,78.02,57.2,2.13
2022/04/26 19:05:00,78.08,57.6,2.14
2022/04/26 19:10:00,78.1,58.18,2.16
2022/04/26 19:15:00,77.85,57.33,2.14
2022/04/26 19:20:00,78.64,57.9,2.13
2022/04/26 19:25:00,79.16,59.33,2.16
2022/04/26 19:30:00,78.19,58.19,2.16
2022/04/26 19:35:00,78.2,57.26,2.13
2022/04/26 19:40:00,78,57.46,2.14
2022/04/26 19:45:00,78.45,57.26,2.12
2022/04/26 19:50:00,78.55,58.21,2.15
2022/04/26 19:55:00,79.05,58.92,2.15
2022/04/26 20:00:00,79.06,59.03,2.16
2022/04/26 20:05:00,78.36,57.86,2.14
2022/04/26 20:10:00,78.7,58.34,2.15
2022/04/26 20:15:00,78.3,57.93,2.15
2022/04/26 20:20:00,78.22,57.06,2.12
2022/04/26 20:25:00,78.82,58.67,2.15
2022/04/26 20:30:00,78.86,59.32,2.18
2022/04/26 20:35:00,77.81,56.6,2.12
2022/04/26 20:40:00,77.81,55.78,2.09
2022/04/26 20:45:00,77,54.93,2.09
2022/04/26 20:50:00,77.17,56.32,2.13
2022/04/26 20:55:00,76.31,54.97,2.12
2022/04/26 21:00:00,76.01,54.51,2.11
2022/04/26 21:05:00,75.88,55.22,2.14
2022/04/26 21:10:00,75.67,54.75,2.13
2022/04/26 21:15:00,76.51,55.05,2.11
2022/04/26 21:20:00,76.75,55.72,2.13
2022/04/26 21:25:00,76.98,55.16,2.1
2022/04/26 21:30:00,76.12,54.73,2.11
2022/04/26 21:35:00,76.12,54.63,2.11
2022/04/26 21:40:00,76.42,54.66,2.1
2022/04/26 21:45:00,77.12,57.2,2.17
2022/04/26 21:50:00,77.01,57.35,2.18
2022/04/26 21:55:00,76.09,55.02,2.13
2022/04/26 22:00:00,74.6,52.74,2.1
2022/04/26 22:05:00,74.79,53.56,2.12
2022/04/26 22:10:00,74.82,54.45,2.16
2022/04/26 22:15:00,73.43,51.44,2.1
2022/04/26 22:20:00,72.38,49.78,2.07
2022/04/26 22:25:00,72.64,49.96,2.07
2022/04/26 22:30:00,72.23,49.95,2.08
2022/04/26 22:35:00,72.96,50.44,2.07
2022/04/26 22:40:00,73.09,51.21,2.1
2022/04/26 22:45:00,72.57,50.56,2.1
2022/04/26 22:50:00,72.54,50.42,2.09
2022/04/26 22:55:00,72.37,49.58,2.06
2022/04/26 23:00:00,71.96,48.83,2.05
2022/04/26 23:05:00,71.96,49.72,2.09
2022/04/26 23:10:00,69.78,47.12,2.07
2022/04/26 23:15:00,69.58,46.57,2.05
2022/04/26 23:20:00,69.44,46.48,2.06
2022/04/26 23:25:00,68.45,45.02,2.03
2022/04/26 23:30:00,68.54,44.63,2.01
2022/04/26 23:35:00,67.33,42.28,1.96
2022/04/26 23:40:00,66.76,41.79,1.96
2022/04/26 23:45:00,66.01,41.84,1.99
2022/04/26 23:50:00,65.83,41.32,1.98
2022/04/26 23:55:00,66.26,42.72,2.03
2022/04/27 00:00:00,65.23,41.14,2
2022/04/27 00:05:00,64.96,40.56,1.98
2022/04/27 00:10:00,65.15,40.12,1.95
2022/04/27 00:15:00,64.75,40.44,1.98
2022/04/27 00:20:00,64.4,40.33,1.99
2022/04/27 00:25:00,64.09,39.66,1.97
2022/04/27 00:30:00,64.31,39.86,1.97
2022/04/27 00:35:00,64.54,40.4,1.99
2022/04/27 00:40:00,63.78,38.82,1.95
2022/04/27 00:45:00,63.5,38.15,1.93
2022/04/27 00:50:00,63.39,38.72,1.96
2022/04/27 00:55:00,63.74,38.55,1.94
2022/04/27 01:00:00,63.82,38.9,1.95
2022/04/27 01:05:00,63.24,37.81,1.92
2022/04/27 01:10:00,63.27,37.38,1.9
2022/04/27 01:15:00,63.43,38.51,1.95
2022/04/27 01:20:00,63.65,38.9,1.96
2022/04/27 01:25:00,63.19,38.08,1.94
2022/04/27 01:30:00,62.88,36.97,1.89
2022/04/27 01:35:00,62.62,36.85,1.9
2022/04/27 01:40:00,62.4,36.39,1.88
2022/04/27 01:45:00,61.99,35.64,1.86
2022/04/27 01:50:00,62.02,35.53,1.86
2022/04/27 01:55:00,62.15,36.06,1.88
2022/04/27 02:00:00,62.09,36.08,1.88
2022/04/27 02:05:00,62.47,36.16,1.87
2022/04/27 02:10:00,62.54,36.77,1.9
2022/04/27 02:15:00,62.43,36.73,1.9
2022/04/27 02:20:00,62.25,37.35,1.94
2022/04/27 02:25:00,62.13,37.06,1.93
2022/04/27 02:30:00,61.52,35.99,1.9
2022/04/27 02:35:00,61.44,36.11,1.91
2022/04/27 02:40:00,61.29,35.06,1.87
2022/04/27 02:45:00,60.94,34.34,1.84
2022/04/27 02:50:00,61.18,35.23,1.88
2022/04/27 02:55:00,61.32,36.3,1.93
2022/04/27 03:00:00,61.17,35.7,1.9
2022/04/27 03:05:00,61.37,35.09,1.86
2022/04/27 03:10:00,61.26,35,1.86
2022/04/27 03:15:00,60.87,33.71,1.81
2022/04/27 03:20:00,60.92,35.13,1.89
2022/04/27 03:25:00,61.21,36.09,1.92
2022/04/27 03:30:00,61.23,35.86,1.91
2022/04/27 03:35:00,61.53,36.77,1.94
2022/04/27 03:40:00,61.39,35.8,1.9
2022/04/27 03:45:00,61.25,35.26,1.88
2022/04/27 03:50:00,60.83,34.79,1.87
2022/04/27 03:55:00,60.76,34.13,1.84
2022/04/27 04:00:00,60.79,33.24,1.79
2022/04/27 04:05:00,61.12,34.6,1.85
2022/04/27 04:10:00,61.82,36.27,1.9
2022/04/27 04:15:00,61.65,35.51,1.87
2022/04/27 04:20:00,61.32,34.94,1.86
2022/04/27 04:25:00,61.2,35.74,1.91
2022/04/27 04:30:00,61.42,35.47,1.88
2022/04/27 04:35:00,61.41,35.72,1.89
2022/04/27 04:40:00,61.65,35.87,1.89
2022/04/27 04:45:00,61.85,36.64,1.92
2022/04/27 04:50:00,61.88,36.69,1.92
2022/04/27 04:55:00,61.77,35.78,1.88
2022/04/27 05:00:00,61.38,36.21,1.92
2022/04/27 05:05:00,61.72,36.75,1.93
2022/04/27 05:10:00,62.93,38.5,1.97
2022/04/27 05:15:00,62.43,37.91,1.96
2022/04/27 05:20:00,62.22,37.92,1.97
2022/04/27 05:25:00,62.13,37.9,1.98
2022/04/27 05:30:00,63.33,39.14,1.98
2022/04/27 05:35:00,62.99,39.07,2
2022/04/27 05:40:00,63.11,37.88,1.93
2022/04/27 05:45:00,62.71,37.52,1.93
2022/04/27 05:50:00,62.78,37.78,1.94
2022/04/27 05:55:00,63.04,37.99,1.94
2022/04/27 06:00:00,62.8,38.34,1.97
2022/04/27 06:05:00,62.95,38.35,1.96
2022/04/27 06:10:00,63.07,38.85,1.98
2022/04/27 06:15:00,65.04,41.29,2.01
2022/04/27 06:20:00,65.54,42.69,2.06
2022/04/27 06:25:00,65.58,42.1,2.03
2022/04/27 06:30:00,66.68,43.76,2.06
2022/04/27 06:35:00,67.15,44,2.05
2022/04/27 06:40:00,67.58,44.37,2.04
2022/04/27 06:45:00,68.07,46.04,2.1
2022/04/27 06:50:00,68.67,46.99,2.11
2022/04/27 06:55:00,70.67,48.74,2.1
2022/04/27 07:00:00,70.75,49.72,2.14
2022/04/27 07:05:00,72.49,50.43,2.09
2022/04/27 07:10:00,72.68,51.09,2.11
2022/04/27 07:15:00,73.02,51.72,2.12
2022/04/27 07:20:00,73.47,51.91,2.11
2022/04/27 07:25:00,73.72,52.98,2.15
2022/04/27 07:30:00,74.35,53.24,2.13
2022/04/27 07:35:00,74.48,53.23,2.12
2022/04/27 07:40:00,74.31,52.79,2.11
2022/04/27 07:45:00,73.76,51.82,2.1
2022/04/27 07:50:00,73.36,51.25,2.09
2022/04/27 07:55:00,72.62,50.67,2.1
2022/04/27 08:00:00,72.64,49.76,2.06
2022/04/27 08:05:00,72.6,50.62,2.1
2022/04/27 08:10:00,72.6,50.47,2.09
2022/04/27 08:15:00,72.51,50.72,2.1
2022/04/27 08:20:00,72.81,50.95,2.1
2022/04/27 08:25:00,73.67,52.03,2.11
2022/04/27 08:30:00,73.76,53.23,2.15
2022/04/27 08:35:00,74.85,55.06,2.18
2022/04/27 08:40:00,74.64,54.47,2.17
2022/04/27 08:45:00,74.5,52.38,2.09
2022/04/27 08:50:00,74.51,53.09,2.12
2022/04/27 08:55:00,74.57,54.5,2.17
2022/04/27 09:00:00,74.03,53.78,2.17
2022/04/27 09:05:00,74.07,53.77,2.16
2022/04/27 09:10:00,74.93,55.39,2.19
2022/04/27 09:15:00,75.66,56.17,2.19
2022/04/27 09:20:00,76.62,57.08,2.18
2022/04/27 09:25:00,76.91,57.95,2.21
2022/04/27 09:30:00,77.1,58.81,2.23
2022/04/27 09:35:00,77.34,58.65,2.21
2022/04/27 09:40:00,77.39,58.59,2.21
2022/04/27 09:45:00,78.34,59.78,2.21
2022/04/27 09:50:00,77.96,58.95,2.2
2022/04/27 09:55:00,77.22,57.25,2.17
2022/04/27 10:00:00,77.3,57.37,2.17
2022/04/27 10:05:00,77,57.31,2.18
2022/04/27 10:10:00,77.31,57.21,2.16
2022/04/27 10:15:00,76.74,57.4,2.19
2022/04/27 10:20:00,76.21,55.57,2.14
2022/04/27 10:25:00,76.66,55.89,2.14
2022/04/27 10:30:00,77.54,57.42,2.16
2022/04/27 10:35:00,77.8,59.27,2.22
2022/04/27 10:40:00,77.13,58.51,2.22
2022/04/27 10:45:00,77.26,57.78,2.18
2022/04/27 10:50:00,76.91,57.59,2.19
2022/04/27 10:55:00,75.65,55,2.14
2022/04/27 11:00:00,75.08,54.01,2.13
2022/04/27 11:05:00,74.94,53.71,2.12
2022/04/27 11:10:00,74.88,53.9,2.13
2022/04/27 11:15:00,75.83,56.56,2.2
2022/04/27 11:20:00,75.12,55.68,2.19
2022/04/27 11:25:00,75.17,54.32,2.14
2022/04/27 11:30:00,74.69,54.21,2.15
2022/04/27 11:35:00,74.97,54.89,2.17
2022/04/27 11:40:00,74.97,55.24,2.18
2022/04/27 11:45:00,75.09,55.14,2.17
2022/04/27 11:50:00,75.25,55.94,2.2
2022/04/27 11:55:00,75.72,55.8,2.17
2022/04/27 12:00:00,75.06,55.64,2.19
2022/04/27 12:05:00,75.13,55.04,2.17
2022/04/27 12:10:00,75.17,54.3,2.14
2022/04/27 12:15:00,75.25,55.02,2.16
2022/04/27 12:20:00,75.45,55.35,2.17
2022/04/27 12:25:00,75.71,55.43,2.16
2022/04/27 12:30:00,75.13,54.52,2.15
2022/04/27 12:35:00,73.82,53.2,2.15
2022/04/27 12:40:00,73.76,52.39,2.12
2022/04/27 12:45:00,73.58,52.56,2.13
2022/04/27 12:50:00,73.22,51.8,2.12
2022/04/27 12:55:00,71.4,50.18,2.13
2022/04/27 13:00:00,72.51,51.47,2.14
2022/04/27 13:05:00,72.47,51.83,2.15
2022/04/27 13:10:00,71.34,49.3,2.1
2022/04/27 13:15:00,70.67,48.94,2.11
2022/04/27 13:20:00,71.18,49.31,2.1
2022/04/27 13:25:00,70.99,49.26,2.11
2022/04/27 13:30:00,70.23,48.08,2.09
2022/04/27 13:35:00,68.41,45.67,2.07
2022/04/27 13:40:00,68.31,45.93,2.08
2022/04/27 13:45:00,70.09,48.17,2.1
2022/04/27 13:50:00,68.46,46.91,2.12
2022/04/27 13:55:00,68.22,45.94,2.09
2022/04/27 14:00:00,67.99,45.59,2.08
2022/04/27 14:05:00,68.93,46.16,2.06
2022/04/27 14:10:00,69.35,47.49,2.1
2022/04/27 14:15:00,68.51,45.86,2.07
2022/04/27 14:20:00,68.32,45.63,2.07
2022/04/27 14:25:00,68.63,46.78,2.11
2022/04/27 14:30:00,68.48,46.76,2.11
2022/04/27 14:35:00,69.45,47.85,2.12
2022/04/27 14:40:00,68.81,47.26,2.12
2022/04/27 14:45:00,70.25,48.02,2.09
2022/04/27 14:50:00,70.61,49.81,2.15
2022/04/27 14:55:00,70.03,49.22,2.15
2022/04/27 15:00:00,69.39,47.51,2.1
2022/04/27 15:05:00,69.16,47.34,2.11
2022/04/27 15:10:00,68.62,46.13,2.08
2022/04/27 15:15:00,68.5,46.55,2.1
2022/04/27 15:20:00,69.29,48.06,2.13
2022/04/27 15:25:00,69.18,47.17,2.1
2022/04/27 15:30:00,69.96,48.09,2.1
2022/04/27 15:35:00,68.66,46.52,2.09
2022/04/27 15:40:00,68.6,45.81,2.06
2022/04/27 15:45:00,69.16,46.82,2.08
2022/04/27 15:50:00,70.47,49.23,2.13
2022/04/27 15:55:00,70.66,50.42,2.17
2022/04/27 16:00:00,70.71,50.03,2.16
2022/04/27 16:05:00,70.91,50.07,2.15
2022/04/27 16:10:00,70.48,49.45,2.14
2022/04/27 16:15:00,70.03,47.61,2.08
2022/04/27 16:20:00,70.85,49.19,2.11
2022/04/27 16:25:00,71.03,50.23,2.15
2022/04/27 16:30:00,71.32,50.37,2.14
2022/04/27 16:35:00,70.91,49.24,2.11
2022/04/27 16:40:00,71.87,49.8,2.09
2022/04/27 16:45:00,71.68,49.98,2.11
2022/04/27 16:50:00,72.32,50.81,2.12
2022/04/27 16:55:00,72.44,51.9,2.16
2022/04/27 17:00:00,72.25,50.56,2.11
2022/04/27 17:05:00,72.68,51.12,2.11
2022/04/27 17:10:00,72.38,51.02,2.12
2022/04/27 17:15:00,72.46,51.15,2.13
2022/04/27 17:20:00,72.03,51.44,2.16
2022/04/27 17:25:00,72.08,50.42,2.11
2022/04/27 17:30:00,72.75,51.11,2.11
2022/04/27 17:35:00,72.83,51.38,2.12
2022/04/27 17:40:00,72.32,50.03,2.08
2022/04/27 17:45:00,71.92,49.76,2.09
2022/04/27 17:50:00,72.78,51.95,2.14
2022/04/27 17:55:00,72.55,52.33,2.17
2022/04/27 18:00:00,72.85,52.53,2.17
2022/04/27 18:05:00,72.51,51.35,2.13
2022/04/27 18:10:00,72.82,51.94,2.14
2022/04/27 18:15:00,72.89,52.8,2.17
2022/04/27 18:20:00,72.92,53.05,2.18
2022/04/27 18:25:00,72.44,51.43,2.14
2022/04/27 18:30:00,71.48,49.69,2.11
2022/04/27 18:35:00,72.04,50.41,2.11
2022/04/27 18:40:00,72.66,52.38,2.17
2022/04/27 18:45:00,73.1,53.57,2.2
2022/04/27 18:50:00,72.6,52.25,2.16
2022/04/27 18:55:00,73.53,53.74,2.19
2022/04/27 19:00:00,72.86,53.56,2.21
2022/04/27 19:05:00,73.56,53.49,2.17
2022/04/27 19:10:00,73.08,52.69,2.16
2022/04/27 19:15:00,73.19,52.44,2.15
2022/04/27 19:20:00,73.44,53.42,2.18
2022/04/27 19:25:00,73.25,52.17,2.13
2022/04/27 19:30:00,74.25,53.97,2.16
2022/04/27 19:35:00,72.75,52.26,2.16
2022/04/27 19:40:00,73.47,51.8,2.11
2022/04/27 19:45:00,73.87,53.52,2.16
2022/04/27 19:50:00,73.87,53.96,2.18
2022/04/27 19:55:00,74.54,54.37,2.17
2022/04/27 20:00:00,73.72,54.09,2.19
2022/04/27 20:05:00,73.66,53.42,2.17
2022/04/27 20:10:00,73.8,54.21,2.19
2022/04/27 20:15:00,73.76,54.62,2.21
2022/04/27 20:20:00,73.9,54.15,2.19
2022/04/27 20:25:00,74.15,53.4,2.14
2022/04/27 20:30:00,73.5,53.03,2.16
2022/04/27 20:35:00,72.95,51.99,2.14
2022/04/27 20:40:00,72.62,50.87,2.11
2022/04/27 20:45:00,72.75,52.09,2.15
2022/04/27 20:50:00,73.15,53.05,2.17
2022/04/27 20:55:00,73.71,53.34,2.16
2022/04/27 21:00:00,73.61,51.94,2.11
2022/04/27 21:05:00,74.46,53.89,2.15
2022/04/27 21:10:00,74.69,55.96,2.22
2022/04/27 21:15:00,74.97,56.04,2.21
2022/04/27 21:20:00,74.56,55.21,2.2
2022/04/27 21:25:00,74.49,54.83,2.19
2022/04/27 21:30:00,74.57,55.42,2.21
2022/04/27 21:35:00,74.5,54.95,2.19
2022/04/27 21:40:00,74.33,54.52,2.18
2022/04/27 21:45:00,73.48,52.65,2.14
2022/04/27 21:50:00,72.73,52.66,2.18
2022/04/27 21:55:00,72.6,51.92,2.15
2022/04/27 22:00:00,72.02,51.3,2.15
2022/04/27 22:05:00,71.56,50.2,2.12
2022/04/27 22:10:00,72.31,50.94,2.12
2022/04/27 22:15:00,72.53,52.15,2.16
2022/04/27 22:20:00,71.61,51.17,2.16
2022/04/27 22:25:00,70.86,50.13,2.15
2022/04/27 22:30:00,69.61,48.04,2.12
2022/04/27 22:35:00,69.1,47.29,2.11
2022/04/27 22:40:00,68.52,46.89,2.12
2022/04/27 22:45:00,68.54,47.23,2.13
2022/04/27 22:50:00,68.78,46.95,2.11
2022/04/27 22:55:00,68.71,46.31,2.08
2022/04/27 23:00:00,67.66,45.73,2.1
2022/04/27 23:05:00,67.65,45.38,2.09
2022/04/27 23:10:00,66.97,45.29,2.11
2022/04/27 23:15:00,67.67,45.75,2.1
2022/04/27 23:20:00,67.7,46.23,2.12
2022/04/27 23:25:00,67.27,45.72,2.12
2022/04/27 23:30:00,67.41,45.41,2.1
2022/04/27 23:35:00,66.51,43.39,2.05
2022/04/27 23:40:00,66.32,43.09,2.04
2022/04/27 23:45:00,65.32,43.39,2.1
2022/04/27 23:50:00,65.16,42.19,2.05
2022/04/27 23:55:00,64.93,41.22,2.01
2022/04/28 00:00:00,64.56,40.45,1.99
2022/04/28 00:05:00,63.83,39.9,2
2022/04/28 00:10:00,63.39,38.6,1.95
2022/04/28 00:15:00,62.58,38.07,1.96
2022/04/28 00:20:00,62.31,38.27,1.99
2022/04/28 00:25:00,61.98,38.5,2.01
2022/04/28 00:30:00,61.51,37.12,1.96
2022/04/28 00:35:00,62.14,37.62,1.96
2022/04/28 00:40:00,62.21,38.42,2
2022/04/28 00:45:00,61.99,37.85,1.98
2022/04/28 00:50:00,61.33,36.62,1.95
2022/04/28 00:55:00,60.87,35.53,1.91
2022/04/28 01:00:00,61.29,36.14,1.92
2022/04/28 01:05:00,61.15,37.03,1.98
2022/04/28 01:10:00,60.94,36.95,1.98
2022/04/28 01:15:00,59.99,35.52,1.95
2022/04/28 01:20:00,60.01,35.05,1.92
2022/04/28 01:25:00,60.26,35.82,1.95
2022/04/28 01:30:00,60.16,35.87,1.96
2022/04/28 01:35:00,60.89,37.21,2
2022/04/28 01:40:00,60.78,37.51,2.02
2022/04/28 01:45:00,60.72,36.38,1.96
2022/04/28 01:50:00,60.13,34.33,1.88
2022/04/28 01:55:00,59.54,32.84,1.82
2022/04/28 02:00:00,59.65,33.99,1.88
2022/04/28 02:05:00,59.31,32.74,1.83
2022/04/28 02:10:00,59.25,33.42,1.87
2022/04/28 02:15:00,59.5,34.94,1.94
2022/04/28 02:20:00,59.83,35.47,1.96
2022/04/28 02:25:00,59.89,35.29,1.94
2022/04/28 02:30:00,60.01,34.89,1.92
2022/04/28 02:35:00,60.56,36.37,1.97
2022/04/28 02:40:00,60.41,36.08,1.96
2022/04/28 02:45:00,60.38,35.54,1.93
2022/04/28 02:50:00,60.2,34.6,1.89
2022/04/28 02:55:00,59.95,34.13,1.88
2022/04/28 03:00:00,59.88,33.97,1.87
2022/04/28 03:05:00,60.01,34.31,1.88
2022/04/28 03:10:00,60.09,35.08,1.92
2022/04/28 03:15:00,59.43,33.73,1.88
2022/04/28 03:20:00,59.5,33.57,1.87
2022/04/28 03:25:00,59.77,35.08,1.94
2022/04/28 03:30:00,59.3,34.14,1.91
2022/04/28 03:35:00,58.78,32.57,1.84
2022/04/28 03:40:00,58.48,32.16,1.83
2022/04/28 03:45:00,58.73,32.53,1.84
2022/04/28 03:50:00,59.64,34.76,1.93
2022/04/28 03:55:00,59.54,35.05,1.95
2022/04/28 04:00:00,59.67,33.99,1.88
2022/04/28 04:05:00,59.67,33.41,1.85
2022/04/28 04:10:00,59.23,32.34,1.81
2022/04/28 04:15:00,59.62,34.31,1.9
2022/04/28 04:20:00,59.54,34.31,1.91
2022/04/28 04:25:00,59.24,32.85,1.84
2022/04/28 04:30:00,58.93,32.68,1.84
2022/04/28 04:35:00,59.05,32.9,1.85
2022/04/28 04:40:00,59.17,34.14,1.91
2022/04/28 04:45:00,59.09,33.96,1.91
2022/04/28 04:50:00,59.58,34.79,1.93
2022/04/28 04:55:00,60.17,36.56,2
2022/04/28 05:00:00,60.06,35.23,1.93
2022/04/28 05:05:00,60.3,34.57,1.88
2022/04/28 05:10:00,60.81,36.15,1.95
2022/04/28 05:15:00,60.61,36.11,1.95
2022/04/28 05:20:00,60.04,34.2,1.88
2022/04/28 05:25:00,60.12,34.26,1.88
2022/04/28 05:30:00,60.18,35.2,1.92
2022/04/28 05:35:00,60.75,35.8,1.93
2022/04/28 05:40:00,61.13,37.27,1.99
2022/04/28 05:45:00,61.35,37.65,2
2022/04/28 05:50:00,61.8,37.87,1.99
2022/04/28 05:55:00,61.93,38.66,2.03
2022/04/28 06:00:00,63.02,39.8,2.03
2022/04/28 06:05:00,63.22,40.22,2.04
2022/04/28 06:10:00,62.8,38.48,1.97
2022/04/28 06:15:00,63.79,39.37,1.97
2022/04/28 06:20:00,64.91,41.91,2.05
2022/04/28 06:25:00,66.34,44.52,2.11
2022/04/28 06:30:00,65.74,43.85,2.1
2022/04/28 06:35:00,65.81,42.53,2.04
2022/04/28 06:40:00,66.96,44.4,2.07
2022/04/28 06:45:00,67.21,45.36,2.11
2022/04/28 06:50:00,67.84,45.35,2.08
2022/04/28 06:55:00,67.69,44.64,2.05
2022/04/28 07:00:00,69.5,46.67,2.06
2022/04/28 07:05:00,69.16,47.19,2.1
2022/04/28 07:10:00,69.41,47.36,2.1
2022/04/28 07:15:00,70.59,48.5,2.09
2022/04/28 07:20:00,70.76,48.95,2.11
2022/04/28 07:25:00,70.33,48.05,2.09
2022/04/28 07:30:00,69.8,47.39,2.08
2022/04/28 07:35:00,70.71,48.4,2.08
2022/04/28 07:40:00,70.92,49.4,2.12
2022/04/28 07:45:00,70.49,48.37,2.09
2022/04/28 07:50:00,70.26,47.16,2.05
2022/04/28 07:55:00,71.47,49.33,2.09
2022/04/28 08:00:00,71.63,50.69,2.14
2022/04/28 08:05:00,71.68,50.4,2.13
2022/04/28 08:10:00,71.51,50.04,2.12
2022/04/28 08:15:00,70.24,47.93,2.08
2022/04/28 08:20:00,71.51,48.98,2.07
2022/04/28 08:25:00,70.92,49.75,2.13
2022/04/28 08:30:00,69.89,48.16,2.11
2022/04/28 08:35:00,69.03,47.46,2.12
2022/04/28 08:40:00,68.99,47.06,2.1
2022/04/28 08:45:00,69.77,47.32,2.08
2022/04/28 08:50:00,70.02,47.33,2.07
2022/04/28 08:55:00,69.93,47.51,2.08
2022/04/28 09:00:00,70.55,48.6,2.1
2022/04/28 09:05:00,71.31,49.17,2.09
2022/04/28 09:10:00,70.68,48.71,2.1
2022/04/28 09:15:00,72.07,50.14,2.1
2022/04/28 09:20:00,72.39,51.66,2.15
2022/04/28 09:25:00,72.39,50.94,2.12
2022/04/28 09:30:00,73.3,51.29,2.09
2022/04/28 09:35:00,71.85,50.47,2.12
2022/04/28 09:40:00,71.57,49.26,2.08
2022/04/28 09:45:00,71.12,49.11,2.1
2022/04/28 09:50:00,71.4,48.87,2.08
2022/04/28 09:55:00,71.93,49.79,2.09
2022/04/28 10:00:00,70.89,48.38,2.08
2022/04/28 10:05:00,70.56,47.31,2.04
2022/04/28 10:10:00,70.29,47.87,2.08
2022/04/28 10:15:00,72.11,50.17,2.1
2022/04/28 10:20:00,71.64,49.16,2.08
2022/04/28 10:25:00,71,47.68,2.04
2022/04/28 10:30:00,69.91,46.85,2.05
2022/04/28 10:35:00,69.54,46.45,2.05
2022/04/28 10:40:00,70.49,48.6,2.1
2022/04/28 10:45:00,69.94,47.9,2.1
2022/04/28 10:50:00,70.58,48.2,2.08
2022/04/28 10:55:00,72.7,51.13,2.11
2022/04/28 11:00:00,73.38,53.06,2.16
2022/04/28 11:05:00,73.63,52.28,2.12
2022/04/28 11:10:00,73.88,51.79,2.09
2022/04/28 11:15:00,74.06,52.67,2.12
2022/04/28 11:20:00,73.17,50.76,2.08
2022/04/28 11:25:00,72.67,50.65,2.1
2022/04/28 11:30:00,70.27,48.27,2.1
2022/04/28 11:35:00,68.62,45.32,2.04
2022/04/28 11:40:00,67.54,43.55,2.01
2022/04/28 11:45:00,67.53,44.24,2.04
2022/04/28 11:50:00,68.25,44.94,2.04
2022/04/28 11:55:00,69.54,47.51,2.1
2022/04/28 12:00:00,70.43,48.66,2.11
2022/04/28 12:05:00,70.16,46.74,2.04
2022/04/28 12:10:00,69.46,44.92,1.99
2022/04/28 12:15:00,68.64,44.75,2.01
2022/04/28 12:20:00,69.32,46.72,2.07
2022/04/28 12:25:00,69.76,48.21,2.12
2022/04/28 12:30:00,69.28,46.71,2.07
2022/04/28 12:35:00,69.03,45.85,2.05
2022/04/28 12:40:00,69.08,45.74,2.04
2022/04/28 12:45:00,69.33,46.14,2.05
2022/04/28 12:50:00,70.11,47.32,2.06
2022/04/28 12:55:00,69.21,46.3,2.06
2022/04/28 13:00:00,68.58,44.77,2.02
2022/04/28 13:05:00,67.66,43.64,2.01
2022/04/28 13:10:00,67.4,43.87,2.03
