Monitor,OBJECTID,Area (Ha),Notes,LandUse,SewerSep%,ParcelsSep%,Sewer Capacity Grade,Capacity Grade Data Validity,Sewershed,GlobalID,Catchment Type,Basin Integrity,SHAPE__Length,SHAPE__Area,Status
SOH_COM002,33,72.06384693, ,Residential,23,57,O,1,Fraser Area-South Hill,{6D0F6A44-992C-46B0-BCD2-E193C938ECFE},,,5931.657952,720638.4693,Inactive
SOH_COM003,43,60.83178216, ,Residential,17,51,O,1,Fraser Area-South Hill,{1A426B31-0A20-477F-803B-52BB4F3A204C},,,3924.741396,608317.8216,Inactive
STC_1961784_US2,207,51.50708858,Emergency overflow at Skeena @ E 5th ave ,,,,,,Still Creek,{03A65DEA-1319-46EC-B932-4C2387FB9273},,,8814.885821,515070.8858,Active
STC_402810_US1,210,76.92314481,Most likely COM to SAN connections but GIS was not updated at time of catchment drawing,,,,,,Still Creek,{4FEC3962-EC46-4557-8EAA-76D370CB7282},,,11357.24773,769231.4481,Inactive
STC_403444_US1,209,62.44167135,,,,,,,Still Creek,{42FF4E44-D6FB-4BA9-B547-71A8E0350C05},,,6624.616198,624416.7135,Inactive
STC_403734_US1,208,38.46414489,Most likely COM to SAN connections but GIS was not updated at time of catchment drawing,,,,,,Still Creek,{82A96310-E29B-42BA-A01B-451843EBCE7E},,,4548.4435,384641.4489,Active
STC_409724_US2,192,27.67218266,,,,,,,Still Creek,{3F4FA3A6-855A-46B9-9AF8-C7A7E2568082},,,3037.562819,276721.8266,Active
STC_409728_US1,193,14.49795225,Catchment area may need further refinement,,,,,,Still Creek,{27A93C00-B4F3-4DE7-990D-CE1F72DE1AB2},,,2210.099354,144979.5225,Active
STC_413273_US1,204,4.7395694,,,,,,,Still Creek,{74221F63-457F-4F96-91DF-BD157A19A652},,,1158.409358,47395.69397,Inactive
STC_420729_US2,205,2.35925742,,,,,,,Still Creek,{B2E029EB-B12F-406B-A506-6F6324D05456},,,866.4469765,23592.57422,Inactive
STC_SAN003,59,15.00398666,,,,,S,1,Still Creek,{DFB3BE4A-CA80-4204-95D2-4C1B922C7802},,,3270.206223,150039.8666,Inactive
